age,gender,country,highest_deg,code_experience,current_title,industry,company_size,annual_comp
30-34,Man,Bangladesh,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Non-profit/Service,"10,000 or more employees","10,000-14,999"
25-29,Man,India,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
35-39,Man,United States of America,Master’s degree,10-20 years,Software Engineer,Manufacturing/Fabrication,"1000-9,999 employees","150,000-199,999"
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5-10 years,Machine Learning/ MLops Engineer,Computers/Technology,"1000-9,999 employees","40,000-49,999"
35-39,Woman,India,Doctoral degree,3-5 years,Teacher / professor,Academics/Education,50-249 employees,"7,500-9,999"
18-21,Man,Indonesia,Bachelor’s degree,I have never written code,Data Administrator,Computers/Technology,0-49 employees,"2,000-2,999"
35-39,Man,India,Bachelor’s degree,5-10 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,"10,000 or more employees","40,000-49,999"
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
25-29,Man,Brazil,Bachelor’s degree,< 1 years,,,,
25-29,Man,India,Master’s degree,1-3 years,Data Scientist,Medical/Pharmaceutical,50-249 employees,">$1,000,000"
18-21,Man,India,Bachelor’s degree,I have never written code,,,,
55-59,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20+ years,Data Scientist,Other,0-49 employees,"150,000-199,999"
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,5-10 years,,,,
60-69,Man,United States of America,Master’s degree,1-3 years,,,,
22-24,Man,China,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
18-21,Man,India,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
35-39,Man,Brazil,Master’s degree,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,0-49 employees,"50,000-59,999"
40-44,Man,India,Master’s degree,10-20 years,Data Scientist,Shipping/Transportation,"1000-9,999 employees","15,000-19,999"
18-21,Man,India,Bachelor’s degree,I have never written code,,,,
25-29,Man,United States of America,Master’s degree,5-10 years,Other,Computers/Technology,"10,000 or more employees","80,000-89,999"
25-29,Man,India,Bachelor’s degree,< 1 years,,,,
30-34,Woman,India,Bachelor’s degree,< 1 years,Currently not employed,,,
22-24,Man,India,I prefer not to answer,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Insurance/Risk Assessment,"1000-9,999 employees","10,000-14,999"
18-21,Man,Kenya,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,,,,,,
50-54,Man,United States of America,Master’s degree,20+ years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Broadcasting/Communications,"10,000 or more employees",$0-999
60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
30-34,Woman,South Korea,I prefer not to answer,< 1 years,,,,
22-24,Man,China,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
18-21,Man,India,Master’s degree,< 1 years,,,,
22-24,Man,Taiwan,Master’s degree,1-3 years,,,,
25-29,Man,France,Master’s degree,5-10 years,Data Scientist,Online Service/Internet-based Services,"1000-9,999 employees","50,000-59,999"
25-29,Man,India,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,"10,000 or more employees","20,000-24,999"
22-24,Woman,India,Master’s degree,3-5 years,,,,
22-24,Man,India,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
35-39,Man,India,Bachelor’s degree,5-10 years,Currently not employed,,,
55-59,Man,Japan,Master’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees","2,000-2,999"
25-29,Man,India,Bachelor’s degree,5-10 years,Software Engineer,Online Service/Internet-based Services,"10,000 or more employees","7,500-9,999"
35-39,Woman,Bangladesh,Doctoral degree,5-10 years,,,,
22-24,Man,Nigeria,Master’s degree,< 1 years,,,,
30-34,Woman,India,Master’s degree,I have never written code,Teacher / professor,Academics/Education,50-249 employees,
18-21,Man,India,,,,,,
45-49,Man,France,Master’s degree,1-3 years,"Manager (Program, Project, Operations, Executive-level, etc)",Medical/Pharmaceutical,"10,000 or more employees","60,000-69,999"
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Man,Nigeria,Master’s degree,I have never written code,,,,
25-29,Man,India,Master’s degree,5-10 years,Data Scientist,Manufacturing/Fabrication,"10,000 or more employees","25,000-29,999"
22-24,Man,Other,Master’s degree,3-5 years,,,,
35-39,Man,India,Bachelor’s degree,< 1 years,,,,
35-39,Man,Netherlands,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,3-5 years,Currently not employed,,,
25-29,Man,Colombia,Bachelor’s degree,1-3 years,,,,
18-21,Man,China,Bachelor’s degree,1-3 years,,,,
25-29,Man,Other,Doctoral degree,< 1 years,,,,
50-54,Man,Turkey,Doctoral degree,20+ years,Teacher / professor,Academics/Education,0-49 employees,"20,000-24,999"
35-39,Man,United States of America,Master’s degree,10-20 years,Data Scientist,Computers/Technology,"1000-9,999 employees","125,000-149,999"
50-54,Man,Belgium,Master’s degree,20+ years,Data Scientist,Energy/Mining,250-999 employees,"30,000-39,999"
18-21,Man,Japan,Master’s degree,1-3 years,,,,
35-39,Man,Other,I prefer not to answer,5-10 years,Data Engineer,Academics/Education,50-249 employees,"7,500-9,999"
45-49,Man,Japan,Doctoral degree,1-3 years,Statistician,Manufacturing/Fabrication,0-49 employees,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,5-10 years,,,,
22-24,Man,Brazil,No formal education past high school,< 1 years,,,,
50-54,Man,United States of America,Professional doctorate,20+ years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,"10,000 or more employees","200,000-249,999"
35-39,Man,India,Master’s degree,< 1 years,Data Scientist,Other,"10,000 or more employees","1,000-1,999"
25-29,Woman,Pakistan,Bachelor’s degree,3-5 years,,,,
30-34,Man,Singapore,Master’s degree,I have never written code,Engineer (non-software),Shipping/Transportation,50-249 employees,"3,000-3,999"
22-24,Woman,United States of America,Master’s degree,3-5 years,,,,
35-39,Man,India,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,"10,000 or more employees","50,000-59,999"
18-21,Woman,Indonesia,Bachelor’s degree,1-3 years,,,,
22-24,Man,United States of America,Bachelor’s degree,< 1 years,Currently not employed,,,
40-44,Woman,Thailand,Some college/university study without earning a bachelor’s degree,1-3 years,Engineer (non-software),Other,"1000-9,999 employees","25,000-29,999"
35-39,Woman,Brazil,Master’s degree,3-5 years,,,,
40-44,Man,Taiwan,Doctoral degree,1-3 years,Data Scientist,Manufacturing/Fabrication,"10,000 or more employees","50,000-59,999"
55-59,Man,Brazil,Doctoral degree,20+ years,,,,
50-54,Woman,India,Doctoral degree,5-10 years,Teacher / professor,Academics/Education,50-249 employees,"20,000-24,999"
22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,3-5 years,,,,
18-21,Man,India,Master’s degree,3-5 years,,,,
45-49,Man,France,Doctoral degree,5-10 years,Teacher / professor,Academics/Education,"10,000 or more employees","50,000-59,999"
25-29,Man,China,Master’s degree,< 1 years,Data Engineer,Retail/Sales,"10,000 or more employees","30,000-39,999"
30-34,Man,United States of America,Master’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Insurance/Risk Assessment,"10,000 or more employees","125,000-149,999"
18-21,Woman,Russia,Bachelor’s degree,1-3 years,,,,
18-21,Man,Mexico,Bachelor’s degree,1-3 years,,,,
30-34,Man,United States of America,Master’s degree,1-3 years,,,,
55-59,Man,Belgium,Master’s degree,I have never written code,Currently not employed,,,
18-21,Prefer not to say,India,Bachelor’s degree,3-5 years,,,,
18-21,Man,India,Master’s degree,< 1 years,,,,
30-34,Woman,France,Master’s degree,3-5 years,Currently not employed,,,
30-34,Woman,India,Master’s degree,< 1 years,Currently not employed,,,
22-24,Man,Nigeria,Bachelor’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees","2,000-2,999"
30-34,Man,India,Master’s degree,< 1 years,Other,Computers/Technology,250-999 employees,"10,000-14,999"
40-44,Man,Egypt,Doctoral degree,1-3 years,Data Engineer,Academics/Education,"1000-9,999 employees","5,000-7,499"
45-49,Woman,Japan,I prefer not to answer,20+ years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,"1000-9,999 employees","4,000-4,999"
22-24,Woman,India,Master’s degree,3-5 years,,,,
30-34,Man,Other,Some college/university study without earning a bachelor’s degree,I have never written code,Currently not employed,,,
22-24,Man,India,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Broadcasting/Communications,"10,000 or more employees","10,000-14,999"
30-34,Woman,India,Doctoral degree,5-10 years,,,,
25-29,Man,I do not wish to disclose my location,Master’s degree,1-3 years,Currently not employed,,,
18-21,Man,Nepal,Bachelor’s degree,< 1 years,,,,
55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
25-29,Woman,Nigeria,Bachelor’s degree,< 1 years,,,,
18-21,Man,Colombia,No formal education past high school,5-10 years,,,,
40-44,Man,Other,Doctoral degree,10-20 years,Other,Other,50-249 employees,"60,000-69,999"
25-29,Man,India,Master’s degree,I have never written code,Data Scientist,Online Service/Internet-based Services,"10,000 or more employees","5,000-7,499"
25-29,Man,Germany,No formal education past high school,I have never written code,,,,
18-21,Man,Japan,Bachelor’s degree,5-10 years,,,,
35-39,Man,India,Master’s degree,5-10 years,"Manager (Program, Project, Operations, Executive-level, etc)",Online Service/Internet-based Services,0-49 employees,"125,000-149,999"
45-49,Man,Portugal,Bachelor’s degree,< 1 years,,,,
30-34,Man,Taiwan,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"1000-9,999 employees","30,000-39,999"
18-21,Man,India,I prefer not to answer,I have never written code,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,India,Doctoral degree,1-3 years,,,,
45-49,Man,India,Doctoral degree,10-20 years,Teacher / professor,Academics/Education,50-249 employees,"4,000-4,999"
35-39,Man,Ecuador,Some college/university study without earning a bachelor’s degree,I have never written code,,,,
40-44,Man,Belgium,Master’s degree,10-20 years,Software Engineer,Medical/Pharmaceutical,50-249 employees,"70,000-79,999"
25-29,Woman,China,Master’s degree,1-3 years,,,,
18-21,Man,India,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
18-21,Man,China,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,I have never written code,,,,
22-24,Man,India,Master’s degree,1-3 years,Data Scientist,Computers/Technology,250-999 employees,
35-39,Man,Ethiopia,Doctoral degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,50-249 employees,
35-39,Man,Brazil,Doctoral degree,20+ years,Other,Government/Public Service,"1000-9,999 employees","50,000-59,999"
30-34,Man,India,Doctoral degree,5-10 years,Data Scientist,Academics/Education,250-999 employees,"15,000-19,999"
55-59,Woman,Singapore,Doctoral degree,20+ years,,,,
30-34,Man,United States of America,Master’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,"10,000 or more employees","90,000-99,999"
25-29,Man,Poland,Master’s degree,3-5 years,Data Scientist,Computers/Technology,50-249 employees,"50,000-59,999"
18-21,Woman,India,Bachelor’s degree,< 1 years,,,,
18-21,Woman,Egypt,Bachelor’s degree,1-3 years,,,,
35-39,Woman,India,Master’s degree,< 1 years,"Manager (Program, Project, Operations, Executive-level, etc)",Government/Public Service,250-999 employees,"30,000-39,999"
25-29,Nonbinary,United States of America,Some college/university study without earning a bachelor’s degree,3-5 years,,,,
22-24,Man,Portugal,Master’s degree,1-3 years,,,,
30-34,Woman,United States of America,Doctoral degree,< 1 years,,,,
40-44,Man,India,Master’s degree,10-20 years,Machine Learning/ MLops Engineer,Broadcasting/Communications,50-249 employees,"15,000-19,999"
35-39,Woman,United States of America,Master’s degree,< 1 years,,,,
35-39,Man,United States of America,Bachelor’s degree,3-5 years,,,,
22-24,Man,Other,No formal education past high school,< 1 years,,,,
18-21,Man,India,No formal education past high school,1-3 years,,,,
45-49,Woman,Japan,I prefer not to answer,20+ years,Teacher / professor,Online Service/Internet-based Services,0-49 employees,$0-999
30-34,Man,India,Bachelor’s degree,1-3 years,Currently not employed,,,
25-29,Man,India,Bachelor’s degree,I have never written code,,,,
35-39,Man,Nigeria,Master’s degree,1-3 years,,,,
25-29,Man,Kenya,Bachelor’s degree,1-3 years,,,,
30-34,Man,United States of America,Bachelor’s degree,10-20 years,,,,
22-24,Man,Egypt,I prefer not to answer,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,Ireland,Master’s degree,3-5 years,,,,
30-34,Man,Brazil,Doctoral degree,10-20 years,,,,
30-34,Man,United States of America,Master’s degree,3-5 years,,,,
55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,20+ years,Developer Advocate,Energy/Mining,0-49 employees,"80,000-89,999"
25-29,Man,India,Master’s degree,< 1 years,Other,Retail/Sales,"10,000 or more employees","1,000-1,999"
25-29,Man,Italy,Doctoral degree,10-20 years,,,,
22-24,Man,Brazil,Bachelor’s degree,1-3 years,,,,
30-34,Man,Taiwan,Master’s degree,1-3 years,Software Engineer,Computers/Technology,0-49 employees,"15,000-19,999"
25-29,Man,Spain,Master’s degree,1-3 years,Data Scientist,Other,"1000-9,999 employees","25,000-29,999"
25-29,Man,Brazil,Bachelor’s degree,3-5 years,,,,
25-29,Man,India,Master’s degree,1-3 years,Data Scientist,Retail/Sales,"1000-9,999 employees","10,000-14,999"
45-49,Woman,India,Bachelor’s degree,10-20 years,Data Scientist,Computers/Technology,"10,000 or more employees","40,000-49,999"
22-24,Woman,Nigeria,Bachelor’s degree,I have never written code,,,,
55-59,Woman,Colombia,Doctoral degree,20+ years,Data Scientist,Computers/Technology,0-49 employees,"20,000-24,999"
50-54,Man,Saudi Arabia,Doctoral degree,20+ years,Data Engineer,Other,50-249 employees,"60,000-69,999"
18-21,Woman,India,Bachelor’s degree,< 1 years,,,,
18-21,Woman,Egypt,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
22-24,Man,India,Master’s degree,< 1 years,,,,
25-29,Man,Ukraine,I prefer not to answer,5-10 years,Currently not employed,,,
30-34,Man,India,Master’s degree,5-10 years,Teacher / professor,Academics/Education,50-249 employees,$0-999
30-34,Man,Ethiopia,Master’s degree,1-3 years,,,,
60-69,Man,Nigeria,No formal education past high school,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Accounting/Finance,0-49 employees,"30,000-39,999"
18-21,Man,Other,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,Data Scientist,Computers/Technology,"10,000 or more employees","15,000-19,999"
30-34,Man,Bangladesh,Master’s degree,1-3 years,Currently not employed,,,
45-49,Man,Japan,Master’s degree,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,0-49 employees,$0-999
